city	day/month/year	temperature	humidity	rainfall	wind_speed	uv_index
Bac Ninh	30/03/2024	26.50 °C	78.0%	1.5 mm	26.3 kph	7.0
Vinh Phuc	30/03/2024	26.90 °C	77.0%	4.4 mm	22.0 kph	7.0
Phu Tho	30/03/2024	30.90 °C	61.0%	0.0 mm	25.2 kph	9.0
Hanoi	31/03/2024	27.80 °C	74.0%	0.1 mm	22.0 kph	8.0
Hung Yen	31/03/2024	25.50 °C	84.0%	0.0 mm	18.0 kph	6.0
Ha Nam	31/03/2024	27.50 °C	73.0%	0.0 mm	24.5 kph	8.0
Hoa Binh	31/03/2024	29.40 °C	68.0%	0.0 mm	12.2 kph	8.0
Bac Ninh	31/03/2024	27.40 °C	76.0%	0.1 mm	23.0 kph	7.0
Vinh Phuc	31/03/2024	27.80 °C	74.0%	0.1 mm	22.0 kph	8.0
Phu Tho	31/03/2024	31.10 °C	61.0%	0.5 mm	24.8 kph	9.0
Hanoi	01/04/2024	29.00 °C	67.0%	0.0 mm	26.3 kph	9.0
Hung Yen	01/04/2024	25.60 °C	83.0%	0.0 mm	20.5 kph	6.0
Ha Nam	01/04/2024	28.50 °C	67.0%	0.0 mm	26.3 kph	9.0
Hoa Binh	01/04/2024	30.80 °C	57.0%	0.0 mm	14.0 kph	10.0
Bac Ninh	01/04/2024	27.90 °C	73.0%	0.0 mm	28.1 kph	8.0
Vinh Phuc	01/04/2024	29.00 °C	67.0%	0.0 mm	26.3 kph	9.0
Phu Tho	01/04/2024	31.10 °C	57.0%	0.0 mm	25.6 kph	9.0
Hanoi	02/04/2024	29.20 °C	65.0%	0.0 mm	26.3 kph	9.0
Hung Yen	02/04/2024	25.90 °C	82.0%	0.0 mm	22.0 kph	7.0
Ha Nam	02/04/2024	28.20 °C	69.0%	0.0 mm	31.7 kph	9.0
Hoa Binh	02/04/2024	30.40 °C	56.0%	0.0 mm	16.6 kph	9.0
Bac Ninh	02/04/2024	27.90 °C	73.0%	0.0 mm	30.6 kph	7.0
Vinh Phuc	02/04/2024	29.20 °C	65.0%	0.0 mm	26.3 kph	9.0
Phu Tho	02/04/2024	30.50 °C	56.0%	0.0 mm	23.4 kph	9.0
Hanoi	03/04/2024	29.40 °C	68.0%	0.0 mm	24.5 kph	8.0
Hung Yen	03/04/2024	25.90 °C	83.0%	0.0 mm	18.7 kph	7.0
Ha Nam	03/04/2024	28.10 °C	73.0%	0.0 mm	24.1 kph	9.0
Hoa Binh	03/04/2024	30.30 °C	60.0%	0.0 mm	14.8 kph	9.0
Bac Ninh	03/04/2024	28.30 °C	73.0%	0.0 mm	26.6 kph	8.0
Vinh Phuc	03/04/2024	29.40 °C	68.0%	0.0 mm	24.5 kph	8.0
Phu Tho	03/04/2024	30.60 °C	60.0%	0.0 mm	22.7 kph	8.0
Hanoi	04/04/2024	28.60 °C	74.0%	0.1 mm	26.3 kph	8.0
Hung Yen	04/04/2024	25.50 °C	85.0%	0.1 mm	21.2 kph	6.0
Ha Nam	04/04/2024	27.20 °C	80.0%	0.0 mm	23.8 kph	7.0
Hoa Binh	04/04/2024	29.60 °C	70.0%	0.0 mm	14.4 kph	8.0
Bac Ninh	04/04/2024	27.40 °C	77.0%	0.0 mm	29.5 kph	7.0
Vinh Phuc	04/04/2024	28.60 °C	74.0%	0.1 mm	26.3 kph	8.0
Phu Tho	04/04/2024	31.60 °C	57.0%	0.1 mm	27.0 kph	9.0
Hanoi	05/04/2024	26.70 °C	77.0%	0.7 mm	21.2 kph	7.0
Hung Yen	05/04/2024	25.90 °C	77.0%	0.2 mm	22.0 kph	6.0
Ha Nam	05/04/2024	25.50 °C	86.0%	0.1 mm	18.0 kph	6.0
Hoa Binh	05/04/2024	26.80 °C	79.0%	0.4 mm	11.5 kph	7.0
Bac Ninh	05/04/2024	26.60 °C	75.0%	0.5 mm	25.6 kph	6.0
Vinh Phuc	05/04/2024	26.70 °C	77.0%	0.7 mm	21.2 kph	7.0
Phu Tho	05/04/2024	30.90 °C	54.0%	0.0 mm	27.7 kph	9.0
Hanoi	06/04/2024	26.60 °C	76.0%	0.8 mm	20.5 kph	7.0
Hung Yen	06/04/2024	25.50 °C	80.0%	0.9 mm	18.0 kph	6.0
Ha Nam	06/04/2024	25.40 °C	85.0%	1.2 mm	18.7 kph	6.0
Hoa Binh	06/04/2024	26.40 °C	79.0%	1.0 mm	11.5 kph	7.0
Bac Ninh	06/04/2024	26.60 °C	75.0%	0.9 mm	23.0 kph	7.0
Vinh Phuc	06/04/2024	26.60 °C	76.0%	0.8 mm	20.5 kph	7.0
Phu Tho	06/04/2024	31.00 °C	56.0%	0.0 mm	27.4 kph	9.0
Hanoi	07/04/2024	26.40 °C	81.0%	0.9 mm	19.8 kph	7.0
Hung Yen	07/04/2024	25.60 °C	81.0%	0.7 mm	21.6 kph	6.0
Ha Nam	07/04/2024	25.80 °C	85.0%	0.4 mm	18.4 kph	6.0
Hoa Binh	07/04/2024	26.80 °C	80.0%	0.3 mm	11.9 kph	7.0
Bac Ninh	07/04/2024	26.40 °C	79.0%	1.2 mm	24.1 kph	7.0
Vinh Phuc	07/04/2024	26.40 °C	81.0%	0.9 mm	19.8 kph	7.0
Phu Tho	07/04/2024	31.10 °C	59.0%	0.0 mm	26.6 kph	9.0
Hanoi	08/04/2024	22.80 °C	86.0%	2.5 mm	16.6 kph	5.0
Hung Yen	08/04/2024	24.10 °C	85.0%	0.5 mm	9.0 kph	6.0
Ha Nam	08/04/2024	23.50 °C	93.0%	2.4 mm	13.7 kph	5.0
Hoa Binh	08/04/2024	23.00 °C	91.0%	2.7 mm	7.2 kph	6.0
Bac Ninh	08/04/2024	22.70 °C	83.0%	1.9 mm	18.4 kph	5.0
Vinh Phuc	08/04/2024	22.80 °C	86.0%	2.5 mm	16.6 kph	5.0
Phu Tho	08/04/2024	31.10 °C	58.0%	0.0 mm	27.0 kph	9.0
Hanoi	09/04/2024	21.50 °C	86.0%	2.1 mm	9.4 kph	5.0
Hung Yen	09/04/2024	22.40 °C	88.0%	0.9 mm	10.1 kph	5.0
Ha Nam	09/04/2024	22.00 °C	90.0%	1.7 mm	11.2 kph	5.0
Hoa Binh	09/04/2024	20.70 °C	92.0%	1.6 mm	5.0 kph	5.0
Bac Ninh	09/04/2024	21.70 °C	83.0%	2.5 mm	7.9 kph	5.0
Vinh Phuc	09/04/2024	21.50 °C	86.0%	2.1 mm	9.4 kph	5.0
Phu Tho	09/04/2024	31.60 °C	54.0%	0.0 mm	31.7 kph	10.0
Hanoi	10/04/2024	24.50 °C	81.0%	0.5 mm	18.0 kph	6.0
Hung Yen	10/04/2024	23.90 °C	85.0%	0.7 mm	18.7 kph	6.0
Ha Nam	10/04/2024	24.10 °C	85.0%	0.1 mm	18.4 kph	6.0
Hoa Binh	10/04/2024	24.50 °C	83.0%	1.1 mm	7.6 kph	6.0
Bac Ninh	10/04/2024	23.90 °C	84.0%	1.1 mm	18.4 kph	6.0
Vinh Phuc	10/04/2024	24.50 °C	81.0%	0.5 mm	18.0 kph	6.0
Phu Tho	10/04/2024	31.60 °C	49.0%	0.0 mm	27.7 kph	10.0
Hanoi	11/04/2024	26.30 °C	80.0%	0.3 mm	23.8 kph	7.0
Hung Yen	11/04/2024	24.60 °C	89.0%	1.0 mm	18.7 kph	6.0
Ha Nam	11/04/2024	25.20 °C	85.0%	0.2 mm	17.3 kph	6.0
Hoa Binh	11/04/2024	26.40 °C	80.0%	2.2 mm	17.3 kph	7.0
Bac Ninh	11/04/2024	25.60 °C	85.0%	0.8 mm	25.9 kph	6.0
Vinh Phuc	11/04/2024	26.30 °C	80.0%	0.3 mm	23.8 kph	7.0
Phu Tho	11/04/2024	32.10 °C	50.0%	0.0 mm	29.5 kph	10.0
Hanoi	12/04/2024	27.40 °C	76.0%	0.9 mm	23.8 kph	7.0
Hung Yen	12/04/2024	25.30 °C	86.0%	0.6 mm	20.2 kph	6.0
Ha Nam	12/04/2024	26.30 °C	83.0%	0.1 mm	21.6 kph	7.0
Hoa Binh	12/04/2024	27.10 °C	78.0%	0.7 mm	12.2 kph	7.0
Bac Ninh	12/04/2024	26.30 °C	82.0%	0.6 mm	23.0 kph	7.0
Vinh Phuc	12/04/2024	27.40 °C	76.0%	0.9 mm	23.8 kph	7.0
Phu Tho	12/04/2024	31.40 °C	57.0%	0.0 mm	28.8 kph	9.0
Hanoi	13/04/2024	27.80 °C	74.0%	0.1 mm	26.3 kph	8.0
Hung Yen	13/04/2024	25.60 °C	84.0%	0.2 mm	21.2 kph	7.0
Ha Nam	13/04/2024	26.30 °C	83.0%	0.1 mm	22.7 kph	7.0
Hoa Binh	13/04/2024	28.00 °C	75.0%	1.2 mm	15.1 kph	8.0
Bac Ninh	13/04/2024	26.70 °C	79.0%	0.4 mm	30.2 kph	7.0
Vinh Phuc	13/04/2024	27.80 °C	74.0%	0.1 mm	26.3 kph	8.0
Phu Tho	13/04/2024	30.80 °C	60.0%	0.1 mm	25.9 kph	8.0
Hanoi	14/04/2024	27.80 °C	72.0%	3.8 mm	24.8 kph	8.0
Hung Yen	14/04/2024	26.50 °C	80.0%	0.1 mm	21.6 kph	7.0
Ha Nam	14/04/2024	26.80 °C	81.0%	0.1 mm	20.2 kph	7.0
Hoa Binh	14/04/2024	27.30 °C	78.0%	8.5 mm	11.2 kph	8.0
Bac Ninh	14/04/2024	27.60 °C	74.0%	0.2 mm	28.8 kph	7.0
Vinh Phuc	14/04/2024	27.80 °C	72.0%	3.8 mm	24.8 kph	8.0
Phu Tho	14/04/2024	31.20 °C	56.0%	0.0 mm	29.5 kph	9.0
Hanoi	15/04/2024	26.40 °C	75.0%	1.2 mm	25.6 kph	7.0
Hung Yen	15/04/2024	26.40 °C	79.0%	0.9 mm	22.0 kph	7.0
Ha Nam	15/04/2024	26.30 °C	80.0%	14.7 mm	21.2 kph	7.0
Hoa Binh	15/04/2024	25.00 °C	83.0%	19.8 mm	11.5 kph	7.0
Bac Ninh	15/04/2024	27.00 °C	74.0%	0.7 mm	24.5 kph	7.0
Vinh Phuc	15/04/2024	26.40 °C	75.0%	1.2 mm	25.6 kph	7.0
Phu Tho	15/04/2024	31.60 °C	58.0%	0.1 mm	27.4 kph	9.0
Hanoi	16/04/2024	27.40 °C	69.0%	0.2 mm	27.7 kph	7.0
Hung Yen	16/04/2024	26.40 °C	77.0%	0.2 mm	22.0 kph	7.0
Ha Nam	16/04/2024	25.70 °C	81.0%	2.2 mm	17.3 kph	7.0
Hoa Binh	16/04/2024	27.10 °C	74.0%	0.9 mm	14.4 kph	7.0
Bac Ninh	16/04/2024	27.20 °C	71.0%	1.1 mm	29.5 kph	7.0
Vinh Phuc	16/04/2024	27.40 °C	69.0%	0.2 mm	27.7 kph	7.0
Phu Tho	16/04/2024	31.50 °C	59.0%	0.2 mm	29.2 kph	9.0
Hanoi	17/04/2024	27.70 °C	72.0%	6.8 mm	28.8 kph	8.0
Hung Yen	17/04/2024	26.40 °C	83.0%	0.2 mm	22.0 kph	6.0
Ha Nam	17/04/2024	26.20 °C	83.0%	10.8 mm	25.6 kph	7.0
Hoa Binh	17/04/2024	26.80 °C	77.0%	16.1 mm	15.8 kph	8.0
Bac Ninh	17/04/2024	27.90 °C	75.0%	0.2 mm	26.6 kph	7.0
Vinh Phuc	17/04/2024	27.70 °C	72.0%	6.8 mm	28.8 kph	8.0
Phu Tho	17/04/2024	31.50 °C	57.0%	0.1 mm	26.3 kph	9.0
Hanoi	18/04/2024	28.10 °C	74.0%	0.1 mm	24.1 kph	8.0
Hung Yen	18/04/2024	26.00 °C	86.0%	0.8 mm	22.3 kph	6.0
Ha Nam	18/04/2024	26.70 °C	83.0%	1.8 mm	16.9 kph	7.0
Hoa Binh	18/04/2024	27.90 °C	74.0%	0.0 mm	13.0 kph	9.0
Bac Ninh	18/04/2024	27.60 °C	79.0%	0.8 mm	27.4 kph	7.0
Vinh Phuc	18/04/2024	28.10 °C	74.0%	0.1 mm	24.1 kph	8.0
Phu Tho	18/04/2024	31.10 °C	61.0%	0.4 mm	23.0 kph	8.0
Hanoi	19/04/2024	28.60 °C	75.0%	8.9 mm	24.8 kph	8.0
Hung Yen	19/04/2024	26.80 °C	83.0%	1.1 mm	22.3 kph	7.0
Ha Nam	19/04/2024	27.70 °C	81.0%	0.0 mm	21.6 kph	7.0
Hoa Binh	19/04/2024	28.70 °C	77.0%	6.7 mm	10.8 kph	8.0
Bac Ninh	19/04/2024	27.90 °C	76.0%	1.2 mm	32.0 kph	7.0
Vinh Phuc	19/04/2024	28.60 °C	75.0%	8.9 mm	24.8 kph	8.0
Phu Tho	19/04/2024	31.30 °C	59.0%	0.0 mm	25.2 kph	9.0
Hanoi	20/04/2024	30.20 °C	68.0%	0.4 mm	23.4 kph	8.0
Hung Yen	20/04/2024	27.40 °C	82.0%	0.2 mm	20.5 kph	7.0
Ha Nam	20/04/2024	28.50 °C	75.0%	0.0 mm	22.3 kph	9.0
Hoa Binh	20/04/2024	30.60 °C	59.0%	0.4 mm	13.0 kph	8.0
Bac Ninh	20/04/2024	29.20 °C	73.0%	0.2 mm	28.8 kph	8.0
Vinh Phuc	20/04/2024	30.20 °C	68.0%	0.4 mm	23.4 kph	8.0
Phu Tho	20/04/2024	31.40 °C	57.0%	0.1 mm	23.8 kph	8.0
Hanoi	21/04/2024	28.70 °C	75.0%	0.2 mm	22.3 kph	7.0
Hung Yen	21/04/2024	27.20 °C	80.0%	0.4 mm	25.6 kph	7.0
Ha Nam	21/04/2024	27.70 °C	81.0%	0.0 mm	21.6 kph	7.0
Hoa Binh	21/04/2024	28.80 °C	76.0%	1.0 mm	11.9 kph	7.0
Bac Ninh	21/04/2024	28.10 °C	77.0%	0.3 mm	23.4 kph	7.0
Vinh Phuc	21/04/2024	28.70 °C	75.0%	0.2 mm	22.3 kph	7.0
Phu Tho	21/04/2024	31.60 °C	53.0%	0.0 mm	23.8 kph	9.0
Hanoi	22/04/2024	28.20 °C	73.0%	1.5 mm	18.0 kph	7.0
Hung Yen	22/04/2024	27.60 °C	74.0%	0.5 mm	18.7 kph	7.0
Ha Nam	22/04/2024	26.70 °C	85.0%	0.8 mm	18.0 kph	6.0
Hoa Binh	22/04/2024	28.20 °C	79.0%	1.8 mm	11.2 kph	7.0
Bac Ninh	22/04/2024	27.60 °C	72.0%	2.5 mm	19.1 kph	7.0
Vinh Phuc	22/04/2024	28.20 °C	73.0%	1.5 mm	18.0 kph	7.0
Phu Tho	22/04/2024	31.00 °C	57.0%	0.0 mm	22.3 kph	9.0
Hanoi	23/04/2024	26.80 °C	84.0%	2.2 mm	14.0 kph	6.0
Hung Yen	23/04/2024	27.30 °C	77.0%	0.9 mm	11.9 kph	7.0
Ha Nam	23/04/2024	26.80 °C	84.0%	0.4 mm	20.5 kph	7.0
Hoa Binh	23/04/2024	26.90 °C	84.0%	2.2 mm	8.3 kph	6.0
Bac Ninh	23/04/2024	26.70 °C	80.0%	1.5 mm	13.7 kph	6.0
Vinh Phuc	23/04/2024	26.80 °C	84.0%	2.2 mm	14.0 kph	6.0
Phu Tho	23/04/2024	31.60 °C	55.0%	0.0 mm	23.0 kph	9.0
Hanoi	24/04/2024	26.00 °C	80.0%	4.9 mm	18.7 kph	7.0
Hung Yen	24/04/2024	26.80 °C	78.0%	0.2 mm	19.4 kph	7.0
Ha Nam	24/04/2024	26.50 °C	86.0%	11.3 mm	17.6 kph	7.0
Hoa Binh	24/04/2024	24.80 °C	88.0%	15.4 mm	9.7 kph	7.0
Bac Ninh	24/04/2024	26.50 °C	78.0%	2.6 mm	21.2 kph	7.0
Vinh Phuc	24/04/2024	26.00 °C	80.0%	4.9 mm	18.7 kph	7.0
Phu Tho	24/04/2024	31.70 °C	60.0%	0.1 mm	26.3 kph	8.0
Hanoi	25/04/2024	27.60 °C	77.0%	0.4 mm	30.2 kph	8.0
Hung Yen	25/04/2024	27.20 °C	84.0%	0.7 mm	25.2 kph	7.0
Ha Nam	25/04/2024	27.30 °C	85.0%	1.5 mm	15.5 kph	7.0
Hoa Binh	25/04/2024	27.10 °C	83.0%	7.6 mm	11.2 kph	7.0
Bac Ninh	25/04/2024	27.80 °C	78.0%	0.3 mm	32.4 kph	7.0
Vinh Phuc	25/04/2024	27.60 °C	77.0%	0.4 mm	30.2 kph	8.0
Phu Tho	25/04/2024	32.20 °C	60.0%	0.6 mm	24.8 kph	8.0
Hanoi	26/04/2024	29.60 °C	75.0%	0.1 mm	21.2 kph	8.0
Hung Yen	26/04/2024	27.60 °C	83.0%	0.1 mm	19.4 kph	7.0
Ha Nam	26/04/2024	29.20 °C	77.0%	0.0 mm	19.1 kph	8.0
Hoa Binh	26/04/2024	30.00 °C	76.0%	0.0 mm	11.9 kph	8.0
Bac Ninh	26/04/2024	28.70 °C	79.0%	0.2 mm	21.2 kph	8.0
Vinh Phuc	26/04/2024	29.60 °C	75.0%	0.1 mm	21.2 kph	8.0
Phu Tho	26/04/2024	32.60 °C	60.0%	0.1 mm	25.9 kph	8.0
Hanoi	27/04/2024	32.80 °C	55.0%	0.0 mm	23.4 kph	10.0
Hung Yen	27/04/2024	29.40 °C	73.0%	0.0 mm	19.4 kph	9.0
Ha Nam	27/04/2024	31.70 °C	57.0%	0.0 mm	19.1 kph	9.0
Hoa Binh	27/04/2024	33.50 °C	35.0%	0.0 mm	20.2 kph	10.0
Bac Ninh	27/04/2024	31.80 °C	59.0%	0.0 mm	21.2 kph	10.0
Vinh Phuc	27/04/2024	32.80 °C	55.0%	0.0 mm	23.4 kph	10.0
Phu Tho	27/04/2024	32.60 °C	57.0%	0.0 mm	24.5 kph	9.0
Hanoi	28/04/2024	31.80 °C	59.0%	0.0 mm	23.8 kph	10.0
Hung Yen	28/04/2024	28.80 °C	77.0%	0.0 mm	19.4 kph	8.0
Ha Nam	28/04/2024	31.10 °C	59.0%	0.0 mm	26.3 kph	9.0
Hoa Binh	28/04/2024	33.20 °C	41.0%	0.0 mm	14.4 kph	10.0
Bac Ninh	28/04/2024	30.70 °C	66.0%	0.0 mm	27.4 kph	9.0
Vinh Phuc	28/04/2024	31.80 °C	59.0%	0.0 mm	23.8 kph	10.0
Phu Tho	28/04/2024	32.40 °C	55.0%	0.0 mm	20.2 kph	9.0
Hanoi	29/04/2024	31.60 °C	66.0%	0.0 mm	27.7 kph	9.0
Hung Yen	29/04/2024	29.00 °C	78.0%	0.0 mm	21.2 kph	7.0
Ha Nam	29/04/2024	32.20 °C	61.0%	0.0 mm	27.0 kph	10.0
Hoa Binh	29/04/2024	30.80 °C	55.0%	0.0 mm	11.5 kph	8.0
Bac Ninh	29/04/2024	30.90 °C	69.0%	0.0 mm	29.9 kph	8.0
Vinh Phuc	29/04/2024	31.60 °C	66.0%	0.0 mm	27.7 kph	9.0
Phu Tho	29/04/2024	32.90 °C	55.0%	0.0 mm	25.9 kph	10.0
Hanoi	30/04/2024	32.50 °C	58.0%	0.1 mm	25.9 kph	9.0
Hung Yen	30/04/2024	29.60 °C	73.0%	0.0 mm	19.1 kph	8.0
Ha Nam	30/04/2024	32.40 °C	59.0%	0.0 mm	15.1 kph	9.0
Hoa Binh	30/04/2024	31.60 °C	57.0%	1.1 mm	12.2 kph	9.0
Bac Ninh	30/04/2024	31.50 °C	64.0%	0.2 mm	24.5 kph	8.0
Vinh Phuc	30/04/2024	32.50 °C	58.0%	0.1 mm	25.9 kph	9.0
Phu Tho	30/04/2024	32.40 °C	59.0%	0.3 mm	21.6 kph	8.0
Hanoi	01/05/2024	26.70 °C	71.0%	6.7 mm	21.6 kph	6.0
Hung Yen	01/05/2024	28.60 °C	67.0%	0.1 mm	18.0 kph	7.0
Ha Nam	01/05/2024	27.00 °C	82.0%	1.7 mm	21.6 kph	6.0
Hoa Binh	01/05/2024	26.60 °C	77.0%	2.9 mm	8.3 kph	6.0
Bac Ninh	01/05/2024	27.40 °C	67.0%	3.4 mm	22.0 kph	7.0
Vinh Phuc	01/05/2024	26.70 °C	71.0%	6.7 mm	21.6 kph	6.0
Phu Tho	01/05/2024	32.40 °C	60.0%	0.7 mm	21.2 kph	8.0
Hanoi	02/05/2024	24.40 °C	85.0%	11.6 mm	9.7 kph	6.0
Hung Yen	02/05/2024	25.70 °C	83.0%	3.2 mm	15.8 kph	6.0
Ha Nam	02/05/2024	25.40 °C	93.0%	6.6 mm	14.4 kph	6.0
Hoa Binh	02/05/2024	24.50 °C	93.0%	15.5 mm	6.8 kph	6.0
Bac Ninh	02/05/2024	24.40 °C	83.0%	4.2 mm	13.0 kph	6.0
Vinh Phuc	02/05/2024	24.40 °C	85.0%	11.6 mm	9.7 kph	6.0
Phu Tho	02/05/2024	32.70 °C	57.0%	0.3 mm	24.5 kph	8.0
Hanoi	03/05/2024	26.70 °C	86.0%	23.1 mm	22.3 kph	7.0
Hung Yen	03/05/2024	27.00 °C	83.0%	4.3 mm	27.4 kph	7.0
Ha Nam	03/05/2024	27.10 °C	87.0%	3.7 mm	20.2 kph	6.0
Hoa Binh	03/05/2024	25.70 °C	92.0%	21.6 mm	8.6 kph	7.0
Bac Ninh	03/05/2024	26.70 °C	83.0%	11.3 mm	28.1 kph	7.0
Vinh Phuc	03/05/2024	26.70 °C	86.0%	23.1 mm	22.3 kph	7.0
Phu Tho	03/05/2024	32.90 °C	55.0%	0.5 mm	27.7 kph	8.0
Hanoi	04/05/2024	26.60 °C	83.0%	5.2 mm	22.3 kph	7.0
Hung Yen	04/05/2024	27.20 °C	85.0%	5.5 mm	25.6 kph	7.0
Ha Nam	04/05/2024	27.10 °C	83.0%	2.9 mm	20.2 kph	7.0
Hoa Binh	04/05/2024	26.30 °C	85.0%	11.9 mm	9.7 kph	7.0
Bac Ninh	04/05/2024	27.10 °C	84.0%	4.0 mm	27.4 kph	7.0
Vinh Phuc	04/05/2024	26.60 °C	83.0%	5.2 mm	22.3 kph	7.0
Phu Tho	04/05/2024	31.80 °C	61.0%	6.9 mm	21.2 kph	8.0
Hanoi	05/05/2024	27.40 °C	83.0%	9.5 mm	23.8 kph	7.0
Hung Yen	05/05/2024	27.30 °C	80.0%	1.6 mm	20.2 kph	7.0
Ha Nam	05/05/2024	27.20 °C	88.0%	36.4 mm	21.2 kph	7.0
Hoa Binh	05/05/2024	27.10 °C	88.0%	26.8 mm	12.2 kph	7.0
Bac Ninh	05/05/2024	27.10 °C	79.0%	4.9 mm	19.8 kph	7.0
Vinh Phuc	05/05/2024	27.40 °C	83.0%	9.5 mm	23.8 kph	7.0
Phu Tho	05/05/2024	30.50 °C	67.0%	37.5 mm	17.3 kph	8.0
Hanoi	06/05/2024	27.70 °C	82.0%	9.1 mm	20.5 kph	7.0
Hung Yen	06/05/2024	27.70 °C	80.0%	0.9 mm	20.9 kph	7.0
Ha Nam	06/05/2024	27.90 °C	84.0%	0.7 mm	20.2 kph	7.0
Hoa Binh	06/05/2024	27.10 °C	85.0%	12.2 mm	9.4 kph	7.0
Bac Ninh	06/05/2024	27.80 °C	79.0%	11.6 mm	23.0 kph	7.0
Vinh Phuc	06/05/2024	27.70 °C	82.0%	9.1 mm	20.5 kph	7.0
Phu Tho	06/05/2024	31.10 °C	59.0%	0.0 mm	23.0 kph	9.0
Hanoi	07/05/2024	27.40 °C	82.0%	1.9 mm	15.1 kph	7.0
Hung Yen	07/05/2024	27.60 °C	78.0%	0.3 mm	17.3 kph	7.0
Ha Nam	07/05/2024	28.00 °C	81.0%	0.2 mm	20.2 kph	7.0
Hoa Binh	07/05/2024	26.30 °C	85.0%	9.4 mm	9.0 kph	7.0
Bac Ninh	07/05/2024	27.60 °C	79.0%	1.3 mm	19.8 kph	7.0
Vinh Phuc	07/05/2024	27.40 °C	82.0%	1.9 mm	15.1 kph	7.0
Phu Tho	07/05/2024	31.70 °C	59.0%	6.0 mm	21.6 kph	8.0
Hanoi	08/05/2024	27.90 °C	75.0%	1.9 mm	19.8 kph	7.0
Hung Yen	08/05/2024	27.40 °C	76.0%	0.7 mm	15.5 kph	8.0
Ha Nam	08/05/2024	27.30 °C	80.0%	0.1 mm	17.3 kph	7.0
Hoa Binh	08/05/2024	26.70 °C	85.0%	13.6 mm	10.1 kph	7.0
Bac Ninh	08/05/2024	28.00 °C	73.0%	1.4 mm	20.9 kph	7.0
Vinh Phuc	08/05/2024	27.90 °C	75.0%	1.9 mm	19.8 kph	7.0
Phu Tho	08/05/2024	32.50 °C	57.0%	1.9 mm	26.3 kph	8.0
Hanoi	09/05/2024	26.20 °C	83.0%	8.3 mm	16.9 kph	6.0
Hung Yen	09/05/2024	26.40 °C	80.0%	6.0 mm	20.5 kph	6.0
Ha Nam	09/05/2024	26.90 °C	80.0%	2.6 mm	14.4 kph	7.0
Hoa Binh	09/05/2024	24.30 °C	87.0%	8.9 mm	9.4 kph	6.0
Bac Ninh	09/05/2024	26.40 °C	80.0%	12.2 mm	16.6 kph	6.0
Vinh Phuc	09/05/2024	26.20 °C	83.0%	8.3 mm	16.9 kph	6.0
Phu Tho	09/05/2024	31.40 °C	61.0%	3.9 mm	22.7 kph	8.0
Hanoi	10/05/2024	25.90 °C	84.0%	0.8 mm	21.6 kph	6.0
Hung Yen	10/05/2024	25.90 °C	84.0%	1.8 mm	17.3 kph	6.0
Ha Nam	10/05/2024	25.50 °C	86.0%	0.7 mm	13.3 kph	6.0
Hoa Binh	10/05/2024	26.00 °C	86.0%	0.9 mm	11.9 kph	7.0
Bac Ninh	10/05/2024	26.00 °C	83.0%	0.9 mm	21.6 kph	6.0
Vinh Phuc	10/05/2024	25.90 °C	84.0%	0.8 mm	21.6 kph	6.0
Phu Tho	10/05/2024	31.60 °C	61.0%	0.1 mm	24.5 kph	9.0
Hanoi	11/05/2024	28.30 °C	79.0%	0.8 mm	19.1 kph	7.0
Hung Yen	11/05/2024	27.40 °C	82.0%	0.7 mm	17.6 kph	7.0
Ha Nam	11/05/2024	27.80 °C	82.0%	0.1 mm	16.9 kph	7.0
Hoa Binh	11/05/2024	27.50 °C	84.0%	3.0 mm	9.0 kph	7.0
Bac Ninh	11/05/2024	27.70 °C	81.0%	2.2 mm	21.2 kph	7.0
Vinh Phuc	11/05/2024	28.30 °C	79.0%	0.8 mm	19.1 kph	7.0
Phu Tho	11/05/2024	31.70 °C	61.0%	1.8 mm	20.9 kph	8.0
Hanoi	12/05/2024	27.60 °C	84.0%	34.2 mm	12.2 kph	7.0
Hung Yen	12/05/2024	27.60 °C	84.0%	15.4 mm	14.8 kph	7.0
Ha Nam	12/05/2024	28.20 °C	83.0%	9.2 mm	16.2 kph	7.0
Hoa Binh	12/05/2024	27.30 °C	86.0%	14.7 mm	8.3 kph	7.0
Bac Ninh	12/05/2024	27.30 °C	84.0%	27.8 mm	13.3 kph	7.0
Vinh Phuc	12/05/2024	27.60 °C	84.0%	34.2 mm	12.2 kph	7.0
Phu Tho	12/05/2024	31.40 °C	64.0%	1.9 mm	16.6 kph	8.0
Hanoi	13/05/2024	26.00 °C	81.0%	20.4 mm	14.8 kph	6.0
Hung Yen	13/05/2024	26.50 °C	83.0%	22.0 mm	10.1 kph	6.0
Ha Nam	13/05/2024	26.50 °C	86.0%	15.6 mm	13.7 kph	6.0
Hoa Binh	13/05/2024	25.70 °C	82.0%	4.9 mm	8.6 kph	6.0
Bac Ninh	13/05/2024	25.80 °C	83.0%	20.6 mm	13.3 kph	6.0
Vinh Phuc	13/05/2024	26.00 °C	81.0%	20.4 mm	14.8 kph	6.0
Phu Tho	13/05/2024	30.70 °C	66.0%	11.6 mm	16.6 kph	8.0
Hanoi	14/05/2024	27.30 °C	76.0%	2.9 mm	15.8 kph	7.0
Hung Yen	14/05/2024	26.90 °C	79.0%	0.8 mm	15.1 kph	7.0
Ha Nam	14/05/2024	27.10 °C	77.0%	0.1 mm	15.8 kph	7.0
